"PERS01" "PERS02" "PERS03" "PERS04" "PERS05" "PERS06" "PERS07" "PERS08" "PERS09" "PERS10" "PERS11" "PERS12" "PERS13" "PERS14" "PERS15" "PERS16" "PERS17" "PERS18" "PERS19" "PERS20" "PERS21" "PERS22" "PERS23" "PERS24" "PERS25" "PERS26" "PERS27" "PERS28" "PERS29" "PERS30" "PERS31" "PERS32" "PERS33" "PERS34" "PERS35" "PES36" "PERS37" "PERS38" "PERS39" "PERS40" "PERS41" "PERS42" "PERS43" "PERS44"
"445" 5 4 4 5 4 4 5 3 4 3 1 2 5 4 5 3 2 3 4 5 3 3 4 1 2 3 2 4 5 3 4 4 4 4 2 2 1 4 3 4 2 3 2 3
"446" 5 5 4 1 4 1 3 3 5 4 4 5 3 4 1 5 5 1 1 1 1 5 4 5 1 3 3 5 4 1 4 5 4 1 3 5 4 5 3 2 5 4 5 1
"447" 5 1 4 1 5 1 5 1 5 4 5 1 5 4 5 5 5 2 2 4 2 5 1 5 4 5 1 5 4 4 4 5 5 5 5 4 1 5 2 5 1 5 2 1
"448" 5 2 4 5 5 1 3 1 2 5 1 2 4 4 5 3 4 4 4 5 2 3 5 2 3 5 4 4 5 3 2 4 4 2 1 1 4 2 1 5 4 4 1 2
"449" 5 3 5 4 5 2 5 1 1 5 1 1 5 4 4 4 4 2 4 4 3 5 1 1 3 4 1 5 1 4 2 5 5 4 2 4 1 5 4 4 2 5 1 3
"450" 4 4 5 2 3 3 4 2 4 5 3 1 4 4 5 3 4 5 2 4 3 4 3 3 2 4 3 2 5 5 4 4 4 3 1 3 4 2 2 4 1 4 5 5
"451" 4 3 5 3 4 4 4 2 5 5 4 1 5 4 4 3 5 1 4 4 4 5 1 5 4 4 4 5 5 4 4 4 5 4 3 5 4 5 4 4 2 5 2 5
"452" 2 4 5 1 3 4 4 3 5 4 4 2 4 2 4 2 3 1 1 4 4 4 3 4 3 2 3 4 3 3 4 3 4 4 2 4 4 5 3 4 4 4 4 5
"453" 5 3 5 1 4 2 4 4 3 4 4 3 4 4 2 4 2 3 2 4 2 4 3 2 3 4 3 3 3 4 3 3 4 4 4 5 5 4 4 4 2 4 3 4
"454" 2 3 4 1 4 1 4 1 1 3 3 2 4 4 4 3 3 1 4 4 4 1 2 1 4 1 1 4 4 5 4 4 5 1 1 4 1 3 2 4 1 4 3 5
"455" 5 2 3 1 4 2 5 4 4 4 4 1 3 3 3 4 5 4 3 4 2 5 2 4 3 4 2 2 3 5 2 4 3 3 2 4 2 4 3 3 1 5 4 4
"456" 5 2 5 3 3 3 4 5 2 5 4 2 4 4 3 5 4 5 3 4 2 2 4 1 3 3 3 4 4 4 3 4 2 2 2 5 3 4 5 3 2 4 4 2
"457" 4 1 5 1 5 2 5 1 5 5 5 3 5 2 4 5 5 2 1 4 3 5 2 3 5 4 1 5 3 4 3 5 4 5 1 5 2 3 4 4 4 5 2 1
"458" 2 2 2 1 4 4 4 4 2 5 2 1 2 2 4 2 5 4 3 2 4 5 4 5 3 2 2 3 2 1 4 4 2 3 4 5 1 2 1 5 1 5 2 3
"459" 5 1 4 1 4 1 4 4 2 4 5 1 4 4 3 4 4 4 2 4 2 4 4 4 3 4 1 2 4 3 2 4 3 4 3 4 4 3 1 2 4 5 4 4
